entry,at,order
"-- starting hand #11 (id: 3jundwvf45gu)  (No Limit Texas Hold'em) (dealer: ""th3y3ti @ CLMXfwMI0O"") --",2022-12-01T01:56:43.342Z,166985980334200
"-- ending hand #10 --",2022-12-01T01:56:34.328Z,166985979432801
"""th3y3ti @ CLMXfwMI0O"" collected 600 from pot with Pair, 7's (combination: 7♦, 7♠, 10♦, 6♥, 4♣)",2022-12-01T01:56:34.328Z,166985979432800
"River: 6♥, 7♠, 4♣, 3♥ [2♣]",2022-12-01T01:56:30.325Z,166985979032500
"""th3y3ti @ CLMXfwMI0O"" shows a 10♦, 7♦.",2022-12-01T01:56:26.212Z,166985978621201
"""Rod @ juakLvqGHM"" shows a 9♠, 10♣.",2022-12-01T01:56:26.212Z,166985978621200
"""Rod @ juakLvqGHM"" calls 100",2022-12-01T01:56:25.384Z,166985978538400
"""th3y3ti @ CLMXfwMI0O"" bets 100 and go all in",2022-12-01T01:56:14.449Z,166985977444900
"Turn: 6♥, 7♠, 4♣ [3♥]",2022-12-01T01:56:05.592Z,166985976559200
"""Rod @ juakLvqGHM"" calls 100",2022-12-01T01:56:04.739Z,166985976473900
"""CStam @ O7yGfPfnlh"" folds",2022-12-01T01:55:58.125Z,166985975812500
"""th3y3ti @ CLMXfwMI0O"" bets 100",2022-12-01T01:55:46.053Z,166985974605300
"Flop:  [6♥, 7♠, 4♣]",2022-12-01T01:55:38.775Z,166985973877500
"""Rod @ juakLvqGHM"" calls 60",2022-12-01T01:55:37.936Z,166985973793600
"""CStam @ O7yGfPfnlh"" calls 60",2022-12-01T01:55:35.831Z,166985973583100
"""Ruthie @ BQ7aBApX8b"" folds",2022-12-01T01:55:23.538Z,166985972353800
"""th3y3ti @ CLMXfwMI0O"" raises to 60",2022-12-01T01:55:21.408Z,166985972140800
"""McNeal @ 2VIQ_H6NmI"" folds",2022-12-01T01:55:11.430Z,166985971143000
"""Rod @ juakLvqGHM"" calls 40",2022-12-01T01:55:10.552Z,166985971055200
"""CStam @ O7yGfPfnlh"" raises to 40",2022-12-01T01:55:07.677Z,166985970767700
"""Ruthie @ BQ7aBApX8b"" posts a big blind of 20",2022-12-01T01:54:50.258Z,166985969025808
"""th3y3ti @ CLMXfwMI0O"" posts a small blind of 10",2022-12-01T01:54:50.258Z,166985969025807
"Your hand is 10♦, 7♦",2022-12-01T01:54:50.258Z,166985969025806
"Player stacks: #1 ""Ruthie @ BQ7aBApX8b"" (1095) | #2 ""CStam @ O7yGfPfnlh"" (850) | #5 ""Rod @ juakLvqGHM"" (1125) | #7 ""McNeal @ 2VIQ_H6NmI"" (1670) | #8 ""th3y3ti @ CLMXfwMI0O"" (260)",2022-12-01T01:54:50.258Z,166985969025801
"-- starting hand #10 (id: stgzzmbebazw)  (No Limit Texas Hold'em) (dealer: ""McNeal @ 2VIQ_H6NmI"") --",2022-12-01T01:54:50.258Z,166985969025800
"""CStam @ O7yGfPfnlh"" shows a J♥, A♣.",2022-12-01T01:54:47.818Z,166985968781800
"-- ending hand #9 --",2022-12-01T01:54:41.134Z,166985968113403
"""th3y3ti @ CLMXfwMI0O"" shows a K♦, 8♦.",2022-12-01T01:54:41.134Z,166985968113402
"""McNeal @ 2VIQ_H6NmI"" collected 1670 from pot with Four of a Kind, 3's (combination: 3♦, 3♣, 3♠, 3♥, K♥)",2022-12-01T01:54:41.134Z,166985968113401
"""McNeal @ 2VIQ_H6NmI"" shows a 5♦, 3♦.",2022-12-01T01:54:41.134Z,166985968113400
"""th3y3ti @ CLMXfwMI0O"" calls 425",2022-12-01T01:54:40.299Z,166985968029900
"""McNeal @ 2VIQ_H6NmI"" bets 425 and go all in",2022-12-01T01:54:38.482Z,166985967848200
"River: 3♣, K♥, 3♠, 3♥ [J♠]",2022-12-01T01:54:31.231Z,166985967123100
"""McNeal @ 2VIQ_H6NmI"" calls 150",2022-12-01T01:54:30.363Z,166985967036300
"""th3y3ti @ CLMXfwMI0O"" bets 150",2022-12-01T01:54:23.500Z,166985966350000
"""McNeal @ 2VIQ_H6NmI"" checks",2022-12-01T01:54:17.597Z,166985965759700
"Turn: 3♣, K♥, 3♠ [3♥]",2022-12-01T01:54:13.123Z,166985965312300
"""McNeal @ 2VIQ_H6NmI"" calls 100",2022-12-01T01:54:12.294Z,166985965229400
"""Rod @ juakLvqGHM"" folds",2022-12-01T01:54:09.025Z,166985964902500
"""CStam @ O7yGfPfnlh"" folds",2022-12-01T01:53:53.560Z,166985963356000
"""th3y3ti @ CLMXfwMI0O"" bets 100",2022-12-01T01:53:48.913Z,166985962891300
"""McNeal @ 2VIQ_H6NmI"" checks",2022-12-01T01:53:34.982Z,166985961498200
"Flop:  [3♣, K♥, 3♠]",2022-12-01T01:53:31.872Z,166985961187200
"""CStam @ O7yGfPfnlh"" calls 80",2022-12-01T01:53:31.051Z,166985961105100
"""th3y3ti @ CLMXfwMI0O"" calls 80",2022-12-01T01:53:17.896Z,166985959789600
"""McNeal @ 2VIQ_H6NmI"" calls 80",2022-12-01T01:53:13.163Z,166985959316300
"""Rod @ juakLvqGHM"" raises to 80",2022-12-01T01:53:10.334Z,166985959033400
"""CStam @ O7yGfPfnlh"" raises to 40",2022-12-01T01:53:05.015Z,166985958501500
"""Ruthie @ BQ7aBApX8b"" folds",2022-12-01T01:53:01.162Z,166985958116200
"""th3y3ti @ CLMXfwMI0O"" posts a big blind of 20",2022-12-01T01:52:51.769Z,166985957176908
"""McNeal @ 2VIQ_H6NmI"" posts a small blind of 10",2022-12-01T01:52:51.769Z,166985957176907
"Your hand is K♦, 8♦",2022-12-01T01:52:51.769Z,166985957176906
"Player stacks: #1 ""Ruthie @ BQ7aBApX8b"" (1095) | #2 ""CStam @ O7yGfPfnlh"" (930) | #5 ""Rod @ juakLvqGHM"" (1205) | #7 ""McNeal @ 2VIQ_H6NmI"" (755) | #8 ""th3y3ti @ CLMXfwMI0O"" (1015)",2022-12-01T01:52:51.769Z,166985957176901
"-- starting hand #9 (id: jalyxevotyxp)  (No Limit Texas Hold'em) (dealer: ""Rod @ juakLvqGHM"") --",2022-12-01T01:52:51.769Z,166985957176900
"-- ending hand #8 --",2022-12-01T01:52:48.772Z,166985956877202
"""Rod @ juakLvqGHM"" collected 390 from pot",2022-12-01T01:52:48.772Z,166985956877201
"Uncalled bet of 100 returned to ""Rod @ juakLvqGHM""",2022-12-01T01:52:48.772Z,166985956877200
"""McNeal @ 2VIQ_H6NmI"" folds",2022-12-01T01:52:47.943Z,166985956794300
"""Rod @ juakLvqGHM"" bets 100",2022-12-01T01:52:42.714Z,166985956271400
"River: 9♠, 5♥, Q♣, 2♠ [6♦]",2022-12-01T01:52:22.407Z,166985954240700
"""McNeal @ 2VIQ_H6NmI"" calls 75",2022-12-01T01:52:21.560Z,166985954156000
"""Rod @ juakLvqGHM"" bets 75",2022-12-01T01:52:14.488Z,166985953448800
"Turn: 9♠, 5♥, Q♣ [2♠]",2022-12-01T01:52:05.788Z,166985952578800
"""McNeal @ 2VIQ_H6NmI"" calls 50",2022-12-01T01:52:04.918Z,166985952491800
"""Rod @ juakLvqGHM"" bets 50",2022-12-01T01:52:01.929Z,166985952192900
"Flop:  [9♠, 5♥, Q♣]",2022-12-01T01:51:52.283Z,166985951228300
"""Ruthie @ BQ7aBApX8b"" folds",2022-12-01T01:51:51.455Z,166985951145500
"""McNeal @ 2VIQ_H6NmI"" calls 60",2022-12-01T01:51:46.868Z,166985950686800
"""Rod @ juakLvqGHM"" raises to 60",2022-12-01T01:51:42.921Z,166985950292100
"""CStam @ O7yGfPfnlh"" folds",2022-12-01T01:51:38.894Z,166985949889400
"""Ruthie @ BQ7aBApX8b"" calls 20",2022-12-01T01:51:37.117Z,166985949711700
"""th3y3ti @ CLMXfwMI0O"" folds",2022-12-01T01:51:34.095Z,166985949409500
"""McNeal @ 2VIQ_H6NmI"" posts a big blind of 20",2022-12-01T01:51:26.678Z,166985948667810
"""Rod @ juakLvqGHM"" posts a small blind of 10",2022-12-01T01:51:26.678Z,166985948667809
"Your hand is 9♥, 5♠",2022-12-01T01:51:26.678Z,166985948667808
"Player stacks: #1 ""Ruthie @ BQ7aBApX8b"" (1115) | #2 ""CStam @ O7yGfPfnlh"" (930) | #5 ""Rod @ juakLvqGHM"" (1000) | #7 ""McNeal @ 2VIQ_H6NmI"" (940) | #8 ""th3y3ti @ CLMXfwMI0O"" (1015)",2022-12-01T01:51:26.678Z,166985948667803
"-- starting hand #8 (id: ronf7v0cicwu)  (No Limit Texas Hold'em) (dealer: ""CStam @ O7yGfPfnlh"") --",2022-12-01T01:51:26.678Z,166985948667802
"The game's big blind was changed from 10 to 20.",2022-12-01T01:51:26.678Z,166985948667801
"The game's small blind was changed from 5 to 10.",2022-12-01T01:51:26.678Z,166985948667800
"-- ending hand #7 --",2022-12-01T01:51:20.759Z,166985948075902
"""Ruthie @ BQ7aBApX8b"" collected 35 from pot",2022-12-01T01:51:20.759Z,166985948075901
"Uncalled bet of 26 returned to ""Ruthie @ BQ7aBApX8b""",2022-12-01T01:51:20.759Z,166985948075900
"""th3y3ti @ CLMXfwMI0O"" folds",2022-12-01T01:51:19.884Z,166985947988400
"""Rod @ juakLvqGHM"" folds",2022-12-01T01:51:14.851Z,166985947485100
"""CStam @ O7yGfPfnlh"" folds",2022-12-01T01:51:09.468Z,166985946946800
"""Ruthie @ BQ7aBApX8b"" raises to 36",2022-12-01T01:51:07.472Z,166985946747200
"""th3y3ti @ CLMXfwMI0O"" calls 10",2022-12-01T01:51:01.997Z,166985946199700
"""McNeal @ 2VIQ_H6NmI"" folds",2022-12-01T01:50:47.413Z,166985944741300
"""Rod @ juakLvqGHM"" posts a big blind of 10",2022-12-01T01:50:46.134Z,166985944613408
"""CStam @ O7yGfPfnlh"" posts a small blind of 5",2022-12-01T01:50:46.134Z,166985944613407
"Your hand is 9♦, Q♥",2022-12-01T01:50:46.134Z,166985944613406
"Player stacks: #1 ""Ruthie @ BQ7aBApX8b"" (1090) | #2 ""CStam @ O7yGfPfnlh"" (935) | #5 ""Rod @ juakLvqGHM"" (1010) | #7 ""McNeal @ 2VIQ_H6NmI"" (940) | #8 ""th3y3ti @ CLMXfwMI0O"" (1025)",2022-12-01T01:50:46.134Z,166985944613401
"-- starting hand #7 (id: uii86hxim71a)  (No Limit Texas Hold'em) (dealer: ""Ruthie @ BQ7aBApX8b"") --",2022-12-01T01:50:46.134Z,166985944613400
"""th3y3ti @ CLMXfwMI0O"" shows a 2♥, 2♠.",2022-12-01T01:50:42.840Z,166985944284000
"-- ending hand #6 --",2022-12-01T01:50:39.521Z,166985943952102
"""th3y3ti @ CLMXfwMI0O"" collected 35 from pot",2022-12-01T01:50:39.521Z,166985943952101
"Uncalled bet of 40 returned to ""th3y3ti @ CLMXfwMI0O""",2022-12-01T01:50:39.521Z,166985943952100
"""Rod @ juakLvqGHM"" folds",2022-12-01T01:50:38.680Z,166985943868000
"""CStam @ O7yGfPfnlh"" folds",2022-12-01T01:50:36.832Z,166985943683200
"""th3y3ti @ CLMXfwMI0O"" bets 40",2022-12-01T01:50:32.506Z,166985943250600
"""Rod @ juakLvqGHM"" checks",2022-12-01T01:50:22.416Z,166985942241600
"""CStam @ O7yGfPfnlh"" checks",2022-12-01T01:50:15.104Z,166985941510400
"Flop:  [Q♦, 6♣, 5♣]",2022-12-01T01:50:03.175Z,166985940317500
"""CStam @ O7yGfPfnlh"" checks",2022-12-01T01:50:02.295Z,166985940229500
"""Ruthie @ BQ7aBApX8b"" folds",2022-12-01T01:49:58.805Z,166985939880500
"""th3y3ti @ CLMXfwMI0O"" calls 10",2022-12-01T01:49:53.478Z,166985939347800
"""McNeal @ 2VIQ_H6NmI"" folds",2022-12-01T01:49:45.396Z,166985938539600
"""Rod @ juakLvqGHM"" calls 10",2022-12-01T01:49:44.490Z,166985938449000
"""CStam @ O7yGfPfnlh"" posts a big blind of 10",2022-12-01T01:49:40.130Z,166985938013008
"""Ruthie @ BQ7aBApX8b"" posts a small blind of 5",2022-12-01T01:49:40.130Z,166985938013007
"Your hand is 2♥, 2♠",2022-12-01T01:49:40.130Z,166985938013006
"Player stacks: #1 ""Ruthie @ BQ7aBApX8b"" (1095) | #2 ""CStam @ O7yGfPfnlh"" (945) | #5 ""Rod @ juakLvqGHM"" (1020) | #7 ""McNeal @ 2VIQ_H6NmI"" (940) | #8 ""th3y3ti @ CLMXfwMI0O"" (1000)",2022-12-01T01:49:40.130Z,166985938013001
"-- starting hand #6 (id: wtkwa2a6ijua)  (No Limit Texas Hold'em) (dealer: ""th3y3ti @ CLMXfwMI0O"") --",2022-12-01T01:49:40.130Z,166985938013000
"-- ending hand #5 --",2022-12-01T01:49:31.051Z,166985937105104
"""th3y3ti @ CLMXfwMI0O"" collected 30 from pot with Two Pair, Q's & 5's (combination: Q♠, Q♦, 5♥, 5♣, A♦)",2022-12-01T01:49:31.051Z,166985937105103
"""th3y3ti @ CLMXfwMI0O"" shows a J♥, 5♥.",2022-12-01T01:49:31.051Z,166985937105102
"""Ruthie @ BQ7aBApX8b"" collected 30 from pot with Two Pair, Q's & 5's (combination: Q♠, Q♦, 5♠, 5♣, A♦)",2022-12-01T01:49:31.051Z,166985937105101
"""Ruthie @ BQ7aBApX8b"" shows a 4♠, 5♠.",2022-12-01T01:49:31.051Z,166985937105100
"""McNeal @ 2VIQ_H6NmI"" checks",2022-12-01T01:49:30.183Z,166985937018300
"""Ruthie @ BQ7aBApX8b"" checks",2022-12-01T01:49:23.217Z,166985936321700
"""th3y3ti @ CLMXfwMI0O"" checks",2022-12-01T01:49:20.765Z,166985936076500
"River: A♦, 5♣, 3♦, Q♠ [Q♦]",2022-12-01T01:49:13.292Z,166985935329200
"""McNeal @ 2VIQ_H6NmI"" checks",2022-12-01T01:49:12.487Z,166985935248700
"""Ruthie @ BQ7aBApX8b"" checks",2022-12-01T01:49:08.577Z,166985934857700
"""th3y3ti @ CLMXfwMI0O"" checks",2022-12-01T01:49:02.820Z,166985934282000
"Turn: A♦, 5♣, 3♦ [Q♠]",2022-12-01T01:48:54.171Z,166985933417100
"""th3y3ti @ CLMXfwMI0O"" calls 10",2022-12-01T01:48:53.273Z,166985933327300
"""McNeal @ 2VIQ_H6NmI"" calls 10",2022-12-01T01:48:42.068Z,166985932206800
"""Ruthie @ BQ7aBApX8b"" bets 10",2022-12-01T01:48:39.226Z,166985931922600
"""th3y3ti @ CLMXfwMI0O"" checks",2022-12-01T01:48:34.664Z,166985931466400
"Flop:  [A♦, 5♣, 3♦]",2022-12-01T01:48:29.557Z,166985930955700
"""Ruthie @ BQ7aBApX8b"" checks",2022-12-01T01:48:28.743Z,166985930874300
"""th3y3ti @ CLMXfwMI0O"" calls 10",2022-12-01T01:48:25.959Z,166985930595900
"""McNeal @ 2VIQ_H6NmI"" calls 10",2022-12-01T01:48:23.606Z,166985930360600
"""Rod @ juakLvqGHM"" folds",2022-12-01T01:48:22.612Z,166985930261200
"""CStam @ O7yGfPfnlh"" folds",2022-12-01T01:48:19.468Z,166985929946800
"""Ruthie @ BQ7aBApX8b"" posts a big blind of 10",2022-12-01T01:48:04.531Z,166985928453108
"""th3y3ti @ CLMXfwMI0O"" posts a small blind of 5",2022-12-01T01:48:04.531Z,166985928453107
"Your hand is J♥, 5♥",2022-12-01T01:48:04.531Z,166985928453106
"Player stacks: #1 ""Ruthie @ BQ7aBApX8b"" (1085) | #2 ""CStam @ O7yGfPfnlh"" (945) | #5 ""Rod @ juakLvqGHM"" (1020) | #7 ""McNeal @ 2VIQ_H6NmI"" (960) | #8 ""th3y3ti @ CLMXfwMI0O"" (990)",2022-12-01T01:48:04.531Z,166985928453101
"-- starting hand #5 (id: cud2k4ydtdrc)  (No Limit Texas Hold'em) (dealer: ""McNeal @ 2VIQ_H6NmI"") --",2022-12-01T01:48:04.531Z,166985928453100
"-- ending hand #4 --",2022-12-01T01:47:58.534Z,166985927853402
"""th3y3ti @ CLMXfwMI0O"" collected 95 from pot",2022-12-01T01:47:58.534Z,166985927853401
"Uncalled bet of 47 returned to ""th3y3ti @ CLMXfwMI0O""",2022-12-01T01:47:58.534Z,166985927853400
"""Rod @ juakLvqGHM"" folds",2022-12-01T01:47:57.604Z,166985927760400
"""CStam @ O7yGfPfnlh"" folds",2022-12-01T01:47:40.537Z,166985926053700
"""th3y3ti @ CLMXfwMI0O"" bets 47",2022-12-01T01:47:36.173Z,166985925617300
"Turn: J♥, 7♥, 4♦ [6♣]",2022-12-01T01:47:23.556Z,166985924355600
"""Rod @ juakLvqGHM"" calls 10",2022-12-01T01:47:22.719Z,166985924271900
"""CStam @ O7yGfPfnlh"" calls 10",2022-12-01T01:47:21.215Z,166985924121500
"""th3y3ti @ CLMXfwMI0O"" bets 10",2022-12-01T01:47:07.547Z,166985922754700
"Flop:  [J♥, 7♥, 4♦]",2022-12-01T01:47:01.688Z,166985922168800
"""th3y3ti @ CLMXfwMI0O"" calls 20",2022-12-01T01:47:00.871Z,166985922087100
"""McNeal @ 2VIQ_H6NmI"" folds",2022-12-01T01:46:55.877Z,166985921587700
"""Rod @ juakLvqGHM"" calls 20",2022-12-01T01:46:52.761Z,166985921276100
"""CStam @ O7yGfPfnlh"" raises to 20",2022-12-01T01:46:49.214Z,166985920921400
"""Ruthie @ BQ7aBApX8b"" folds",2022-12-01T01:46:40.439Z,166985920043900
"""th3y3ti @ CLMXfwMI0O"" posts a big blind of 10",2022-12-01T01:46:37.672Z,166985919767208
"""McNeal @ 2VIQ_H6NmI"" posts a small blind of 5",2022-12-01T01:46:37.672Z,166985919767207
"Your hand is 8♣, 4♥",2022-12-01T01:46:37.672Z,166985919767206
"Player stacks: #1 ""Ruthie @ BQ7aBApX8b"" (1085) | #2 ""CStam @ O7yGfPfnlh"" (975) | #5 ""Rod @ juakLvqGHM"" (1050) | #7 ""McNeal @ 2VIQ_H6NmI"" (965) | #8 ""th3y3ti @ CLMXfwMI0O"" (925)",2022-12-01T01:46:37.672Z,166985919767201
"-- starting hand #4 (id: xosoglmfroja)  (No Limit Texas Hold'em) (dealer: ""Rod @ juakLvqGHM"") --",2022-12-01T01:46:37.672Z,166985919767200
"""McNeal @ 2VIQ_H6NmI"" shows a Q♣, Q♥.",2022-12-01T01:46:32.561Z,166985919256100
"-- ending hand #3 --",2022-12-01T01:46:30.987Z,166985919098702
"""McNeal @ 2VIQ_H6NmI"" collected 30 from pot",2022-12-01T01:46:30.987Z,166985919098701
"Uncalled bet of 30 returned to ""McNeal @ 2VIQ_H6NmI""",2022-12-01T01:46:30.987Z,166985919098700
"""Rod @ juakLvqGHM"" folds",2022-12-01T01:46:30.117Z,166985919011700
"""th3y3ti @ CLMXfwMI0O"" folds",2022-12-01T01:46:24.208Z,166985918420800
"""McNeal @ 2VIQ_H6NmI"" raises to 40",2022-12-01T01:46:21.547Z,166985918154700
"""Rod @ juakLvqGHM"" calls 10",2022-12-01T01:46:17.667Z,166985917766700
"""CStam @ O7yGfPfnlh"" folds",2022-12-01T01:46:16.083Z,166985917608300
"""Ruthie @ BQ7aBApX8b"" folds",2022-12-01T01:46:07.089Z,166985916708900
"""th3y3ti @ CLMXfwMI0O"" calls 10",2022-12-01T01:46:06.197Z,166985916619700
"""McNeal @ 2VIQ_H6NmI"" posts a big blind of 10",2022-12-01T01:46:01.367Z,166985916136708
"""Rod @ juakLvqGHM"" posts a small blind of 5",2022-12-01T01:46:01.367Z,166985916136707
"Your hand is A♥, 8♣",2022-12-01T01:46:01.367Z,166985916136706
"Player stacks: #1 ""Ruthie @ BQ7aBApX8b"" (1085) | #2 ""CStam @ O7yGfPfnlh"" (975) | #5 ""Rod @ juakLvqGHM"" (1060) | #7 ""McNeal @ 2VIQ_H6NmI"" (945) | #8 ""th3y3ti @ CLMXfwMI0O"" (935)",2022-12-01T01:46:01.367Z,166985916136701
"-- starting hand #3 (id: j1tuh6zuhgse)  (No Limit Texas Hold'em) (dealer: ""CStam @ O7yGfPfnlh"") --",2022-12-01T01:46:01.367Z,166985916136700
"-- ending hand #2 --",2022-12-01T01:45:58.362Z,166985915836202
"""Rod @ juakLvqGHM"" collected 115 from pot",2022-12-01T01:45:58.362Z,166985915836201
"Uncalled bet of 30 returned to ""Rod @ juakLvqGHM""",2022-12-01T01:45:58.362Z,166985915836200
"""McNeal @ 2VIQ_H6NmI"" folds",2022-12-01T01:45:57.435Z,166985915743500
"""Rod @ juakLvqGHM"" bets 30",2022-12-01T01:45:55.009Z,166985915500900
"River: 2♦, 4♠, J♦, 9♥ [3♦]",2022-12-01T01:45:45.551Z,166985914555100
"""McNeal @ 2VIQ_H6NmI"" calls 25",2022-12-01T01:45:44.608Z,166985914460800
"""Rod @ juakLvqGHM"" bets 25",2022-12-01T01:45:41.033Z,166985914103300
"Turn: 2♦, 4♠, J♦ [9♥]",2022-12-01T01:45:31.128Z,166985913112800
"""McNeal @ 2VIQ_H6NmI"" checks",2022-12-01T01:45:30.262Z,166985913026200
"""Rod @ juakLvqGHM"" checks",2022-12-01T01:45:26.751Z,166985912675100
"Flop:  [2♦, 4♠, J♦]",2022-12-01T01:45:18.998Z,166985911899800
"""Rod @ juakLvqGHM"" calls 30",2022-12-01T01:45:18.175Z,166985911817500
"""CStam @ O7yGfPfnlh"" folds",2022-12-01T01:45:12.200Z,166985911220000
"""Ruthie @ BQ7aBApX8b"" folds",2022-12-01T01:45:05.767Z,166985910576700
"""th3y3ti @ CLMXfwMI0O"" folds",2022-12-01T01:44:59.431Z,166985909943100
"""McNeal @ 2VIQ_H6NmI"" raises to 30",2022-12-01T01:44:53.601Z,166985909360100
"""Rod @ juakLvqGHM"" posts a big blind of 10",2022-12-01T01:44:46.974Z,166985908697408
"""CStam @ O7yGfPfnlh"" posts a small blind of 5",2022-12-01T01:44:46.974Z,166985908697407
"Your hand is 6♥, 2♥",2022-12-01T01:44:46.974Z,166985908697406
"Player stacks: #1 ""Ruthie @ BQ7aBApX8b"" (1085) | #2 ""CStam @ O7yGfPfnlh"" (980) | #5 ""Rod @ juakLvqGHM"" (1000) | #7 ""McNeal @ 2VIQ_H6NmI"" (1000) | #8 ""th3y3ti @ CLMXfwMI0O"" (935)",2022-12-01T01:44:46.974Z,166985908697401
"-- starting hand #2 (id: xmozc4mymir7)  (No Limit Texas Hold'em) (dealer: ""Ruthie @ BQ7aBApX8b"") --",2022-12-01T01:44:46.974Z,166985908697400
"""Ruthie @ BQ7aBApX8b"" shows a A♥, A♣.",2022-12-01T01:44:45.162Z,166985908516200
"-- ending hand #1 --",2022-12-01T01:44:43.300Z,166985908330002
"""Ruthie @ BQ7aBApX8b"" collected 150 from pot",2022-12-01T01:44:43.300Z,166985908330001
"Uncalled bet of 290 returned to ""Ruthie @ BQ7aBApX8b""",2022-12-01T01:44:43.300Z,166985908330000
"""th3y3ti @ CLMXfwMI0O"" folds",2022-12-01T01:44:42.378Z,166985908237800
"""Ruthie @ BQ7aBApX8b"" bets 290",2022-12-01T01:44:26.611Z,166985906661100
"River: 2♠, 2♥, 6♠, 7♦ [Q♣]",2022-12-01T01:44:17.487Z,166985905748700
"""th3y3ti @ CLMXfwMI0O"" calls 45",2022-12-01T01:44:16.626Z,166985905662600
"""CStam @ O7yGfPfnlh"" folds",2022-12-01T01:44:15.120Z,166985905512000
"""Ruthie @ BQ7aBApX8b"" bets 45",2022-12-01T01:44:11.413Z,166985905141300
"Turn: 2♠, 2♥, 6♠ [7♦]",2022-12-01T01:44:07.349Z,166985904734900
"""th3y3ti @ CLMXfwMI0O"" calls 10",2022-12-01T01:44:06.540Z,166985904654000
"""CStam @ O7yGfPfnlh"" calls 10",2022-12-01T01:44:03.263Z,166985904326300
"""Ruthie @ BQ7aBApX8b"" bets 10",2022-12-01T01:43:56.978Z,166985903697800
"Flop:  [2♠, 2♥, 6♠]",2022-12-01T01:43:52.141Z,166985903214100
"""CStam @ O7yGfPfnlh"" checks",2022-12-01T01:43:51.326Z,166985903132600
"""Ruthie @ BQ7aBApX8b"" calls 10",2022-12-01T01:43:46.807Z,166985902680700
"""th3y3ti @ CLMXfwMI0O"" calls 10",2022-12-01T01:43:43.163Z,166985902316300
"""McNeal @ 2VIQ_H6NmI"" folds",2022-12-01T01:43:38.592Z,166985901859200
"""Rod @ juakLvqGHM"" folds",2022-12-01T01:43:37.671Z,166985901767100
"""CStam @ O7yGfPfnlh"" posts a big blind of 10",2022-12-01T01:43:19.654Z,166985899965413
"""Ruthie @ BQ7aBApX8b"" posts a small blind of 5",2022-12-01T01:43:19.654Z,166985899965412
"Your hand is 6♣, 7♣",2022-12-01T01:43:19.654Z,166985899965411
"Player stacks: #1 ""Ruthie @ BQ7aBApX8b"" (1000) | #2 ""CStam @ O7yGfPfnlh"" (1000) | #5 ""Rod @ juakLvqGHM"" (1000) | #7 ""McNeal @ 2VIQ_H6NmI"" (1000) | #8 ""th3y3ti @ CLMXfwMI0O"" (1000)",2022-12-01T01:43:19.654Z,166985899965406
"The player ""th3y3ti @ CLMXfwMI0O"" joined the game with a stack of 1000.",2022-12-01T01:43:19.654Z,166985899965405
"The player ""McNeal @ 2VIQ_H6NmI"" joined the game with a stack of 1000.",2022-12-01T01:43:19.654Z,166985899965404
"The player ""Rod @ juakLvqGHM"" joined the game with a stack of 1000.",2022-12-01T01:43:19.654Z,166985899965403
"The player ""CStam @ O7yGfPfnlh"" joined the game with a stack of 1000.",2022-12-01T01:43:19.654Z,166985899965402
"The player ""Ruthie @ BQ7aBApX8b"" joined the game with a stack of 1000.",2022-12-01T01:43:19.654Z,166985899965401
"-- starting hand #1 (id: 3ceacljy4fwh)  (No Limit Texas Hold'em) (dealer: ""th3y3ti @ CLMXfwMI0O"") --",2022-12-01T01:43:19.654Z,166985899965400
"The admin approved the player ""th3y3ti @ CLMXfwMI0O"" participation with a stack of 1000.",2022-12-01T01:39:38.160Z,166985877816000
"The player ""th3y3ti @ CLMXfwMI0O"" requested a seat.",2022-12-01T01:39:18.063Z,166985875806300
"The admin approved the player ""McNeal @ 2VIQ_H6NmI"" participation with a stack of 1000.",2022-12-01T01:34:56.695Z,166985849669500
"The player ""McNeal @ 2VIQ_H6NmI"" requested a seat.",2022-12-01T01:34:52.933Z,166985849293300
"The admin approved the player ""Rod @ juakLvqGHM"" participation with a stack of 1000.",2022-12-01T01:33:45.922Z,166985842592200
"The player ""Rod @ juakLvqGHM"" requested a seat.",2022-12-01T01:33:36.098Z,166985841609800
"The admin approved the player ""Ruthie @ BQ7aBApX8b"" participation with a stack of 1000.",2022-12-01T01:30:04.397Z,166985820439700
"The player ""Ruthie @ BQ7aBApX8b"" requested a seat.",2022-12-01T01:29:46.045Z,166985818604500
"The game's ante was changed from 0 to 0.",2022-12-01T01:27:57.029Z,166985807702902
"The game's big blind was changed from 20 to 10.",2022-12-01T01:27:57.029Z,166985807702901
"The game's small blind was changed from 10 to 5.",2022-12-01T01:27:57.029Z,166985807702900
"The admin approved the player ""CStam @ O7yGfPfnlh"" participation with a stack of 1000.",2022-12-01T01:27:49.050Z,166985806905001
"The player ""CStam @ O7yGfPfnlh"" requested a seat.",2022-12-01T01:27:49.050Z,166985806905000
