entry,at,order
"""Ruthie @ BQ7aBApX8b"" folds",2022-12-01T02:38:06.571Z,166986228657100
"""Rod @ juakLvqGHM"" folds",2022-12-01T02:38:05.647Z,166986228564700
"""McNeal @ 2VIQ_H6NmI"" raises to 1341",2022-12-01T02:38:04.740Z,166986228474000
"""CStam @ O7yGfPfnlh"" folds",2022-12-01T02:37:58.557Z,166986227855700
"""th3y3ti @ CLMXfwMI0O"" posts a big blind of 200",2022-12-01T02:37:41.094Z,166986226109408
"""Ruthie @ BQ7aBApX8b"" posts a small blind of 100",2022-12-01T02:37:41.094Z,166986226109407
"Your hand is J♦, Q♠",2022-12-01T02:37:41.094Z,166986226109403
"Player stacks: #1 ""Ruthie @ BQ7aBApX8b"" (956) | #2 ""th3y3ti @ CLMXfwMI0O"" (1300) | #3 ""CStam @ O7yGfPfnlh"" (1490) | #7 ""McNeal @ 2VIQ_H6NmI"" (2913) | #10 ""Rod @ juakLvqGHM"" (1341)",2022-12-01T02:37:41.094Z,166986226109401
"-- starting hand #64 (id: zvvbeqdzbncx)  (No Limit Texas Hold'em) (dealer: ""Rod @ juakLvqGHM"") --",2022-12-01T02:37:41.094Z,166986226109400
"""CStam @ O7yGfPfnlh"" shows a 2♦, 7♦.",2022-12-01T02:37:37.440Z,166986225744000
"-- ending hand #63 --",2022-12-01T02:37:34.451Z,166986225445102
"""Ruthie @ BQ7aBApX8b"" collected 400 from pot",2022-12-01T02:37:34.451Z,166986225445101
"Uncalled bet of 556 returned to ""Ruthie @ BQ7aBApX8b""",2022-12-01T02:37:34.451Z,166986225445100
"""Rod @ juakLvqGHM"" folds",2022-12-01T02:37:33.574Z,166986225357400
"""Ruthie @ BQ7aBApX8b"" raises to 756 and go all in",2022-12-01T02:37:23.631Z,166986224363100
"""Rod @ juakLvqGHM"" calls 200",2022-12-01T02:37:19.824Z,166986223982400
"""McNeal @ 2VIQ_H6NmI"" folds",2022-12-01T02:37:18.808Z,166986223880800
"""CStam @ O7yGfPfnlh"" folds",2022-12-01T02:37:17.851Z,166986223785100
"""th3y3ti @ CLMXfwMI0O"" folds",2022-12-01T02:37:09.408Z,166986222940800
"""Ruthie @ BQ7aBApX8b"" posts a big blind of 200",2022-12-01T02:36:59.711Z,166986221971108
"""Rod @ juakLvqGHM"" posts a small blind of 100",2022-12-01T02:36:59.711Z,166986221971107
"Your hand is 7♠, 3♥",2022-12-01T02:36:59.711Z,166986221971103
"Player stacks: #1 ""Ruthie @ BQ7aBApX8b"" (756) | #2 ""th3y3ti @ CLMXfwMI0O"" (1300) | #3 ""CStam @ O7yGfPfnlh"" (1490) | #7 ""McNeal @ 2VIQ_H6NmI"" (2913) | #10 ""Rod @ juakLvqGHM"" (1541)",2022-12-01T02:36:59.711Z,166986221971101
"-- starting hand #63 (id: kou7ojjzvh8i)  (No Limit Texas Hold'em) (dealer: ""McNeal @ 2VIQ_H6NmI"") --",2022-12-01T02:36:59.711Z,166986221971100
"-- ending hand #62 --",2022-12-01T02:36:53.726Z,166986221372602
"""CStam @ O7yGfPfnlh"" collected 500 from pot",2022-12-01T02:36:53.726Z,166986221372601
"Uncalled bet of 250 returned to ""CStam @ O7yGfPfnlh""",2022-12-01T02:36:53.726Z,166986221372600
"""Rod @ juakLvqGHM"" folds",2022-12-01T02:36:52.843Z,166986221284300
"""McNeal @ 2VIQ_H6NmI"" folds",2022-12-01T02:36:48.366Z,166986220836600
"""CStam @ O7yGfPfnlh"" raises to 450",2022-12-01T02:36:47.434Z,166986220743400
"""th3y3ti @ CLMXfwMI0O"" folds",2022-12-01T02:36:40.756Z,166986220075600
"""Ruthie @ BQ7aBApX8b"" folds",2022-12-01T02:36:34.462Z,166986219446200
"""Rod @ juakLvqGHM"" posts a big blind of 200",2022-12-01T02:36:31.202Z,166986219120208
"""McNeal @ 2VIQ_H6NmI"" posts a small blind of 100",2022-12-01T02:36:31.202Z,166986219120207
"Your hand is J♥, 6♠",2022-12-01T02:36:31.202Z,166986219120203
"Player stacks: #1 ""Ruthie @ BQ7aBApX8b"" (756) | #2 ""th3y3ti @ CLMXfwMI0O"" (1300) | #3 ""CStam @ O7yGfPfnlh"" (1190) | #7 ""McNeal @ 2VIQ_H6NmI"" (3013) | #10 ""Rod @ juakLvqGHM"" (1741)",2022-12-01T02:36:31.202Z,166986219120201
"-- starting hand #62 (id: ijhgclblnzyn)  (No Limit Texas Hold'em) (dealer: ""CStam @ O7yGfPfnlh"") --",2022-12-01T02:36:31.202Z,166986219120200
"-- ending hand #61 --",2022-12-01T02:36:25.201Z,166986218520102
"""McNeal @ 2VIQ_H6NmI"" collected 200 from pot",2022-12-01T02:36:25.201Z,166986218520101
"Uncalled bet of 100 returned to ""McNeal @ 2VIQ_H6NmI""",2022-12-01T02:36:25.201Z,166986218520100
"""CStam @ O7yGfPfnlh"" folds",2022-12-01T02:36:24.300Z,166986218430000
"""th3y3ti @ CLMXfwMI0O"" folds",2022-12-01T02:36:19.133Z,166986217913300
"""Ruthie @ BQ7aBApX8b"" folds",2022-12-01T02:36:17.872Z,166986217787200
"""Rod @ juakLvqGHM"" folds",2022-12-01T02:36:16.898Z,166986217689800
"""McNeal @ 2VIQ_H6NmI"" posts a big blind of 200",2022-12-01T02:36:10.598Z,166986217059808
"""CStam @ O7yGfPfnlh"" posts a small blind of 100",2022-12-01T02:36:10.598Z,166986217059807
"Your hand is 6♣, 3♠",2022-12-01T02:36:10.598Z,166986217059803
"Player stacks: #1 ""Ruthie @ BQ7aBApX8b"" (756) | #2 ""th3y3ti @ CLMXfwMI0O"" (1300) | #3 ""CStam @ O7yGfPfnlh"" (1290) | #7 ""McNeal @ 2VIQ_H6NmI"" (2913) | #10 ""Rod @ juakLvqGHM"" (1741)",2022-12-01T02:36:10.598Z,166986217059801
"-- starting hand #61 (id: kpuvtdf2qoux)  (No Limit Texas Hold'em) (dealer: ""th3y3ti @ CLMXfwMI0O"") --",2022-12-01T02:36:10.598Z,166986217059800
"""CStam @ O7yGfPfnlh"" shows a 4♠, 2♦.",2022-12-01T02:36:04.845Z,166986216484500
"-- ending hand #60 --",2022-12-01T02:36:03.978Z,166986216397802
"""th3y3ti @ CLMXfwMI0O"" collected 400 from pot",2022-12-01T02:36:03.978Z,166986216397801
"Uncalled bet of 200 returned to ""th3y3ti @ CLMXfwMI0O""",2022-12-01T02:36:03.978Z,166986216397800
"""CStam @ O7yGfPfnlh"" folds",2022-12-01T02:36:03.146Z,166986216314600
"""th3y3ti @ CLMXfwMI0O"" raises to 400",2022-12-01T02:36:00.168Z,166986216016800
"""Ruthie @ BQ7aBApX8b"" folds",2022-12-01T02:35:48.830Z,166986214883000
"""Rod @ juakLvqGHM"" folds",2022-12-01T02:35:47.916Z,166986214791600
"""McNeal @ 2VIQ_H6NmI"" folds",2022-12-01T02:35:44.789Z,166986214478900
"""CStam @ O7yGfPfnlh"" posts a big blind of 200",2022-12-01T02:35:43.565Z,166986214356508
"""th3y3ti @ CLMXfwMI0O"" posts a small blind of 100",2022-12-01T02:35:43.565Z,166986214356507
"Your hand is 7♥, J♣",2022-12-01T02:35:43.565Z,166986214356503
"Player stacks: #1 ""Ruthie @ BQ7aBApX8b"" (756) | #2 ""th3y3ti @ CLMXfwMI0O"" (1100) | #3 ""CStam @ O7yGfPfnlh"" (1490) | #7 ""McNeal @ 2VIQ_H6NmI"" (2913) | #10 ""Rod @ juakLvqGHM"" (1741)",2022-12-01T02:35:43.565Z,166986214356501
"-- starting hand #60 (id: z8qd4xroyeyd)  (No Limit Texas Hold'em) (dealer: ""Ruthie @ BQ7aBApX8b"") --",2022-12-01T02:35:43.565Z,166986214356500
"Undealt cards: 3♠, Q♥, J♥ [A♣, Q♣]",2022-12-01T02:35:39.512Z,166986213951200
"-- ending hand #59 --",2022-12-01T02:35:37.559Z,166986213755902
"""CStam @ O7yGfPfnlh"" collected 500 from pot",2022-12-01T02:35:37.559Z,166986213755901
"Uncalled bet of 200 returned to ""CStam @ O7yGfPfnlh""",2022-12-01T02:35:37.559Z,166986213755900
"""th3y3ti @ CLMXfwMI0O"" folds",2022-12-01T02:35:36.746Z,166986213674600
"""CStam @ O7yGfPfnlh"" bets 200",2022-12-01T02:35:30.449Z,166986213044900
"""th3y3ti @ CLMXfwMI0O"" checks",2022-12-01T02:35:24.825Z,166986212482500
"Flop:  [3♠, Q♥, J♥]",2022-12-01T02:35:21.664Z,166986212166400
"""th3y3ti @ CLMXfwMI0O"" checks",2022-12-01T02:35:20.807Z,166986212080700
"""Ruthie @ BQ7aBApX8b"" folds",2022-12-01T02:35:12.347Z,166986211234700
"""Rod @ juakLvqGHM"" folds",2022-12-01T02:35:11.433Z,166986211143300
"""McNeal @ 2VIQ_H6NmI"" folds",2022-12-01T02:35:09.495Z,166986210949500
"""CStam @ O7yGfPfnlh"" calls 200",2022-12-01T02:35:08.587Z,166986210858700
"""th3y3ti @ CLMXfwMI0O"" posts a big blind of 200",2022-12-01T02:35:05.626Z,166986210562608
"""Ruthie @ BQ7aBApX8b"" posts a small blind of 100",2022-12-01T02:35:05.626Z,166986210562607
"Your hand is 6♥, 8♠",2022-12-01T02:35:05.626Z,166986210562603
"Player stacks: #1 ""Ruthie @ BQ7aBApX8b"" (856) | #2 ""th3y3ti @ CLMXfwMI0O"" (1300) | #3 ""CStam @ O7yGfPfnlh"" (1190) | #7 ""McNeal @ 2VIQ_H6NmI"" (2913) | #10 ""Rod @ juakLvqGHM"" (1741)",2022-12-01T02:35:05.626Z,166986210562601
"-- starting hand #59 (id: zddmagfmg8au)  (No Limit Texas Hold'em) (dealer: ""Rod @ juakLvqGHM"") --",2022-12-01T02:35:05.626Z,166986210562600
"-- ending hand #58 --",2022-12-01T02:34:59.615Z,166986209961502
"""Ruthie @ BQ7aBApX8b"" collected 200 from pot",2022-12-01T02:34:59.615Z,166986209961501
"Uncalled bet of 100 returned to ""Ruthie @ BQ7aBApX8b""",2022-12-01T02:34:59.615Z,166986209961500
"""Rod @ juakLvqGHM"" folds",2022-12-01T02:34:58.768Z,166986209876800
"""McNeal @ 2VIQ_H6NmI"" folds",2022-12-01T02:34:56.268Z,166986209626800
"""CStam @ O7yGfPfnlh"" folds",2022-12-01T02:34:55.282Z,166986209528200
"""th3y3ti @ CLMXfwMI0O"" folds",2022-12-01T02:34:53.001Z,166986209300100
"""Ruthie @ BQ7aBApX8b"" posts a big blind of 200",2022-12-01T02:34:47.661Z,166986208766108
"""Rod @ juakLvqGHM"" posts a small blind of 100",2022-12-01T02:34:47.661Z,166986208766107
"Your hand is 6♦, K♣",2022-12-01T02:34:47.661Z,166986208766103
"Player stacks: #1 ""Ruthie @ BQ7aBApX8b"" (756) | #2 ""th3y3ti @ CLMXfwMI0O"" (1300) | #3 ""CStam @ O7yGfPfnlh"" (1190) | #7 ""McNeal @ 2VIQ_H6NmI"" (2913) | #10 ""Rod @ juakLvqGHM"" (1841)",2022-12-01T02:34:47.661Z,166986208766101
"-- starting hand #58 (id: 2euwuqix4olr)  (No Limit Texas Hold'em) (dealer: ""McNeal @ 2VIQ_H6NmI"") --",2022-12-01T02:34:47.661Z,166986208766100
"""th3y3ti @ CLMXfwMI0O"" shows a Q♥, 7♥.",2022-12-01T02:34:43.932Z,166986208393200
"-- ending hand #57 --",2022-12-01T02:34:41.005Z,166986208100502
"""th3y3ti @ CLMXfwMI0O"" collected 500 from pot",2022-12-01T02:34:41.005Z,166986208100501
"Uncalled bet of 200 returned to ""th3y3ti @ CLMXfwMI0O""",2022-12-01T02:34:41.005Z,166986208100500
"""Rod @ juakLvqGHM"" folds",2022-12-01T02:34:40.147Z,166986208014700
"""McNeal @ 2VIQ_H6NmI"" folds",2022-12-01T02:34:33.257Z,166986207325700
"""CStam @ O7yGfPfnlh"" folds",2022-12-01T02:34:32.380Z,166986207238000
"""th3y3ti @ CLMXfwMI0O"" raises to 400",2022-12-01T02:34:29.370Z,166986206937000
"""Ruthie @ BQ7aBApX8b"" folds",2022-12-01T02:34:21.010Z,166986206101000
"""Rod @ juakLvqGHM"" posts a big blind of 200",2022-12-01T02:34:16.155Z,166986205615509
"""McNeal @ 2VIQ_H6NmI"" posts a small blind of 100",2022-12-01T02:34:16.155Z,166986205615508
"Your hand is Q♥, 7♥",2022-12-01T02:34:16.155Z,166986205615504
"Player stacks: #1 ""Ruthie @ BQ7aBApX8b"" (756) | #2 ""th3y3ti @ CLMXfwMI0O"" (1000) | #3 ""CStam @ O7yGfPfnlh"" (1190) | #7 ""McNeal @ 2VIQ_H6NmI"" (3013) | #10 ""Rod @ juakLvqGHM"" (2041)",2022-12-01T02:34:16.155Z,166986205615502
"-- starting hand #57 (id: vyktxpsi4kxk)  (No Limit Texas Hold'em) (dealer: ""CStam @ O7yGfPfnlh"") --",2022-12-01T02:34:16.155Z,166986205615501
"The player ""th3y3ti @ CLMXfwMI0O"" joined the game with a stack of 1000.",2022-12-01T02:34:16.155Z,166986205615500
"""McNeal @ 2VIQ_H6NmI"" shows a 10♥, 7♦.",2022-12-01T02:34:12.938Z,166986205293800
"""CStam @ O7yGfPfnlh"" shows a 10♦, 4♥.",2022-12-01T02:34:09.887Z,166986204988700
"-- ending hand #56 --",2022-12-01T02:34:08.824Z,166986204882402
"""McNeal @ 2VIQ_H6NmI"" collected 200 from pot",2022-12-01T02:34:08.824Z,166986204882401
"Uncalled bet of 100 returned to ""McNeal @ 2VIQ_H6NmI""",2022-12-01T02:34:08.824Z,166986204882400
"""CStam @ O7yGfPfnlh"" folds",2022-12-01T02:34:07.963Z,166986204796300
"""Ruthie @ BQ7aBApX8b"" folds",2022-12-01T02:34:04.208Z,166986204420800
"""Rod @ juakLvqGHM"" folds",2022-12-01T02:34:03.221Z,166986204322100
"""McNeal @ 2VIQ_H6NmI"" posts a big blind of 200",2022-12-01T02:34:01.529Z,166986204152909
"""CStam @ O7yGfPfnlh"" posts a small blind of 100",2022-12-01T02:34:01.529Z,166986204152908
"Player stacks: #1 ""Ruthie @ BQ7aBApX8b"" (756) | #3 ""CStam @ O7yGfPfnlh"" (1290) | #7 ""McNeal @ 2VIQ_H6NmI"" (2913) | #10 ""Rod @ juakLvqGHM"" (2041)",2022-12-01T02:34:01.529Z,166986204152903
"-- starting hand #56 (id: a0nn6j5ty86z)  (No Limit Texas Hold'em) (dealer: ""Ruthie @ BQ7aBApX8b"") --",2022-12-01T02:34:01.529Z,166986204152902
"The game's big blind was changed from 100 to 200.",2022-12-01T02:34:01.529Z,166986204152901
"The game's small blind was changed from 50 to 100.",2022-12-01T02:34:01.529Z,166986204152900
"""McNeal @ 2VIQ_H6NmI"" shows a 9♥, 7♠.",2022-12-01T02:33:59.044Z,166986203904400
"""CStam @ O7yGfPfnlh"" shows a A♠, J♣.",2022-12-01T02:33:55.688Z,166986203568800
"-- ending hand #55 --",2022-12-01T02:33:54.136Z,166986203413602
"""CStam @ O7yGfPfnlh"" collected 100 from pot",2022-12-01T02:33:54.136Z,166986203413601
"Uncalled bet of 50 returned to ""CStam @ O7yGfPfnlh""",2022-12-01T02:33:54.136Z,166986203413600
"""Ruthie @ BQ7aBApX8b"" folds",2022-12-01T02:33:53.283Z,166986203328300
"The admin approved the player ""th3y3ti @ CLMXfwMI0O"" participation with a stack of 1000.",2022-12-01T02:33:53.125Z,166986203312500
"""Rod @ juakLvqGHM"" folds",2022-12-01T02:33:52.393Z,166986203239300
"The player ""th3y3ti @ CLMXfwMI0O"" requested a seat.",2022-12-01T02:33:49.684Z,166986202968400
"""McNeal @ 2VIQ_H6NmI"" folds",2022-12-01T02:33:48.721Z,166986202872100
"""CStam @ O7yGfPfnlh"" posts a big blind of 100",2022-12-01T02:33:46.326Z,166986202632607
"""Ruthie @ BQ7aBApX8b"" posts a small blind of 50",2022-12-01T02:33:46.326Z,166986202632606
"Player stacks: #1 ""Ruthie @ BQ7aBApX8b"" (806) | #3 ""CStam @ O7yGfPfnlh"" (1240) | #7 ""McNeal @ 2VIQ_H6NmI"" (2913) | #10 ""Rod @ juakLvqGHM"" (2041)",2022-12-01T02:33:46.326Z,166986202632601
"-- starting hand #55 (id: 8opxq4ukci9k)  (No Limit Texas Hold'em) (dealer: ""Rod @ juakLvqGHM"") --",2022-12-01T02:33:46.326Z,166986202632600
"-- ending hand #54 --",2022-12-01T02:33:40.412Z,166986202041202
"""CStam @ O7yGfPfnlh"" collected 250 from pot",2022-12-01T02:33:40.412Z,166986202041201
"Uncalled bet of 100 returned to ""CStam @ O7yGfPfnlh""",2022-12-01T02:33:40.412Z,166986202041200
"""Ruthie @ BQ7aBApX8b"" folds",2022-12-01T02:33:39.557Z,166986201955700
"""Rod @ juakLvqGHM"" folds",2022-12-01T02:33:35.703Z,166986201570300
"""McNeal @ 2VIQ_H6NmI"" folds",2022-12-01T02:33:33.465Z,166986201346500
"""CStam @ O7yGfPfnlh"" raises to 200",2022-12-01T02:33:32.598Z,166986201259800
"""Ruthie @ BQ7aBApX8b"" posts a big blind of 100",2022-12-01T02:33:22.109Z,166986200210908
"""Rod @ juakLvqGHM"" posts a small blind of 50",2022-12-01T02:33:22.109Z,166986200210907
"Player stacks: #1 ""Ruthie @ BQ7aBApX8b"" (906) | #3 ""CStam @ O7yGfPfnlh"" (1090) | #7 ""McNeal @ 2VIQ_H6NmI"" (2913) | #10 ""Rod @ juakLvqGHM"" (2091)",2022-12-01T02:33:22.109Z,166986200210902
"-- starting hand #54 (id: tn7z3vyxutlw)  (No Limit Texas Hold'em) (dead button) --",2022-12-01T02:33:22.109Z,166986200210901
"The player ""th3y3ti @ CLMXfwMI0O"" quits the game with a stack of 0.",2022-12-01T02:33:22.109Z,166986200210900
"""McNeal @ 2VIQ_H6NmI"" shows a 10♠, 7♠.",2022-12-01T02:33:13.934Z,166986199393400
"-- ending hand #53 --",2022-12-01T02:33:12.997Z,166986199299704
"""Rod @ juakLvqGHM"" collected 128 from pot with Pair, 3's (combination: 3♠, 3♦, A♥, Q♠, 9♣)",2022-12-01T02:33:12.997Z,166986199299703
"""Rod @ juakLvqGHM"" collected 873 from pot with Pair, 3's (combination: 3♠, 3♦, A♥, Q♠, 9♣)",2022-12-01T02:33:12.997Z,166986199299702
"""Rod @ juakLvqGHM"" collected 1090 from pot with Pair, 3's (combination: 3♠, 3♦, A♥, Q♠, 9♣)",2022-12-01T02:33:12.997Z,166986199299701
"""CStam @ O7yGfPfnlh"" collected 1090 from pot with Pair, 3's (combination: 3♠, 3♦, A♣, Q♦, 9♣)",2022-12-01T02:33:12.997Z,166986199299700
"River: 3♠, 9♣, 3♦, 4♠ [6♦]",2022-12-01T02:33:08.907Z,166986198890700
"Turn: 3♠, 9♣, 3♦ [4♠]",2022-12-01T02:33:04.894Z,166986198489400
"""Rod @ juakLvqGHM"" shows a A♥, Q♠.",2022-12-01T02:33:00.806Z,166986198080604
"""th3y3ti @ CLMXfwMI0O"" shows a J♣, K♥.",2022-12-01T02:33:00.806Z,166986198080603
"""CStam @ O7yGfPfnlh"" shows a Q♦, A♣.",2022-12-01T02:33:00.806Z,166986198080602
"""Ruthie @ BQ7aBApX8b"" shows a 10♥, A♦.",2022-12-01T02:33:00.806Z,166986198080601
"Uncalled bet of 36 returned to ""Ruthie @ BQ7aBApX8b""",2022-12-01T02:33:00.806Z,166986198080600
"""Rod @ juakLvqGHM"" calls 64 and go all in",2022-12-01T02:32:59.949Z,166986197994900
"""Ruthie @ BQ7aBApX8b"" bets 100",2022-12-01T02:32:58.349Z,166986197834900
"""Rod @ juakLvqGHM"" checks",2022-12-01T02:32:54.438Z,166986197443800
"Flop:  [3♠, 9♣, 3♦]",2022-12-01T02:32:47.973Z,166986196797300
"""CStam @ O7yGfPfnlh"" calls 545 and go all in",2022-12-01T02:32:47.141Z,166986196714100
"""Ruthie @ BQ7aBApX8b"" calls 836",2022-12-01T02:32:15.248Z,166986193524800
"""Rod @ juakLvqGHM"" calls 836",2022-12-01T02:32:00.112Z,166986192011200
"""th3y3ti @ CLMXfwMI0O"" raises to 836 and go all in",2022-12-01T02:31:56.668Z,166986191666800
"""McNeal @ 2VIQ_H6NmI"" folds",2022-12-01T02:31:41.458Z,166986190145800
"""CStam @ O7yGfPfnlh"" raises to 200",2022-12-01T02:31:40.539Z,166986190053900
"""Ruthie @ BQ7aBApX8b"" calls 100",2022-12-01T02:31:31.574Z,166986189157400
"""Rod @ juakLvqGHM"" posts a big blind of 100",2022-12-01T02:31:29.496Z,166986188949608
"""th3y3ti @ CLMXfwMI0O"" posts a small blind of 50",2022-12-01T02:31:29.496Z,166986188949607
"Your hand is J♣, K♥",2022-12-01T02:31:29.496Z,166986188949605
"Player stacks: #1 ""Ruthie @ BQ7aBApX8b"" (1806) | #3 ""CStam @ O7yGfPfnlh"" (545) | #7 ""McNeal @ 2VIQ_H6NmI"" (2913) | #8 ""th3y3ti @ CLMXfwMI0O"" (836) | #10 ""Rod @ juakLvqGHM"" (900)",2022-12-01T02:31:29.496Z,166986188949601
"-- starting hand #53 (id: cgcf4msgxpll)  (No Limit Texas Hold'em) (dealer: ""McNeal @ 2VIQ_H6NmI"") --",2022-12-01T02:31:29.496Z,166986188949600
"""McNeal @ 2VIQ_H6NmI"" shows a 4♠, J♠.",2022-12-01T02:31:23.312Z,166986188331200
"-- ending hand #52 --",2022-12-01T02:31:22.800Z,166986188280002
"""McNeal @ 2VIQ_H6NmI"" collected 300 from pot",2022-12-01T02:31:22.800Z,166986188280001
"Uncalled bet of 100 returned to ""McNeal @ 2VIQ_H6NmI""",2022-12-01T02:31:22.800Z,166986188280000
"""Rod @ juakLvqGHM"" folds",2022-12-01T02:31:21.893Z,166986188189300
"""th3y3ti @ CLMXfwMI0O"" folds",2022-12-01T02:31:15.298Z,166986187529800
"""McNeal @ 2VIQ_H6NmI"" bets 100",2022-12-01T02:31:10.519Z,166986187051900
"Flop:  [4♣, K♠, 4♥]",2022-12-01T02:31:06.079Z,166986186607900
"""th3y3ti @ CLMXfwMI0O"" checks",2022-12-01T02:31:05.253Z,166986186525300
"""McNeal @ 2VIQ_H6NmI"" calls 100",2022-12-01T02:31:04.325Z,166986186432500
"""CStam @ O7yGfPfnlh"" folds",2022-12-01T02:31:03.469Z,166986186346900
"""Ruthie @ BQ7aBApX8b"" folds",2022-12-01T02:30:50.075Z,166986185007500
"""Rod @ juakLvqGHM"" calls 100",2022-12-01T02:30:47.585Z,166986184758500
"""th3y3ti @ CLMXfwMI0O"" posts a big blind of 100",2022-12-01T02:30:43.664Z,166986184366408
"""McNeal @ 2VIQ_H6NmI"" posts a small blind of 50",2022-12-01T02:30:43.664Z,166986184366407
"Your hand is 6♣, 2♣",2022-12-01T02:30:43.664Z,166986184366405
"Player stacks: #1 ""Ruthie @ BQ7aBApX8b"" (1806) | #3 ""CStam @ O7yGfPfnlh"" (545) | #7 ""McNeal @ 2VIQ_H6NmI"" (2713) | #8 ""th3y3ti @ CLMXfwMI0O"" (936) | #10 ""Rod @ juakLvqGHM"" (1000)",2022-12-01T02:30:43.664Z,166986184366401
"-- starting hand #52 (id: 2jhehspnv7zj)  (No Limit Texas Hold'em) (dealer: ""CStam @ O7yGfPfnlh"") --",2022-12-01T02:30:43.664Z,166986184366400
"-- ending hand #51 --",2022-12-01T02:30:40.663Z,166986184066302
"""McNeal @ 2VIQ_H6NmI"" collected 650 from pot",2022-12-01T02:30:40.663Z,166986184066301
"Uncalled bet of 555 returned to ""McNeal @ 2VIQ_H6NmI""",2022-12-01T02:30:40.663Z,166986184066300
"""th3y3ti @ CLMXfwMI0O"" folds",2022-12-01T02:30:39.781Z,166986183978100
"""McNeal @ 2VIQ_H6NmI"" bets 555",2022-12-01T02:30:36.733Z,166986183673300
"River: 5♠, J♠, K♥, 5♦ [J♦]",2022-12-01T02:30:29.050Z,166986182905000
"""th3y3ti @ CLMXfwMI0O"" checks",2022-12-01T02:30:28.201Z,166986182820100
"""McNeal @ 2VIQ_H6NmI"" checks",2022-12-01T02:30:27.326Z,166986182732600
"Turn: 5♠, J♠, K♥ [5♦]",2022-12-01T02:30:18.532Z,166986181853200
"""th3y3ti @ CLMXfwMI0O"" checks",2022-12-01T02:30:17.645Z,166986181764500
"""McNeal @ 2VIQ_H6NmI"" checks",2022-12-01T02:30:07.540Z,166986180754000
"Flop:  [5♠, J♠, K♥]",2022-12-01T02:30:03.615Z,166986180361500
"""McNeal @ 2VIQ_H6NmI"" calls 300",2022-12-01T02:30:02.738Z,166986180273800
"""CStam @ O7yGfPfnlh"" folds",2022-12-01T02:29:57.093Z,166986179709300
"""Ruthie @ BQ7aBApX8b"" folds",2022-12-01T02:29:52.059Z,166986179205900
"""Rod @ juakLvqGHM"" folds",2022-12-01T02:29:51.124Z,166986179112400
"""th3y3ti @ CLMXfwMI0O"" raises to 300",2022-12-01T02:29:45.781Z,166986178578100
"""McNeal @ 2VIQ_H6NmI"" posts a big blind of 100",2022-12-01T02:29:32.329Z,166986177232909
"""CStam @ O7yGfPfnlh"" posts a small blind of 50",2022-12-01T02:29:32.329Z,166986177232908
"Your hand is 6♣, A♣",2022-12-01T02:29:32.329Z,166986177232906
"Player stacks: #1 ""Ruthie @ BQ7aBApX8b"" (1806) | #3 ""CStam @ O7yGfPfnlh"" (595) | #7 ""McNeal @ 2VIQ_H6NmI"" (2363) | #8 ""th3y3ti @ CLMXfwMI0O"" (1236) | #10 ""Rod @ juakLvqGHM"" (1000)",2022-12-01T02:29:32.329Z,166986177232902
"-- starting hand #51 (id: aqkv4aazymbz)  (No Limit Texas Hold'em) (dealer: ""Ruthie @ BQ7aBApX8b"") --",2022-12-01T02:29:32.329Z,166986177232901
"The player ""Rod @ juakLvqGHM"" joined the game with a stack of 1000.",2022-12-01T02:29:32.329Z,166986177232900
"Undealt cards:  [Q♦, 5♦, 8♥, 10♦, A♠]",2022-12-01T02:29:29.001Z,166986176900100
"-- ending hand #50 --",2022-12-01T02:29:26.380Z,166986176638002
"""CStam @ O7yGfPfnlh"" collected 100 from pot",2022-12-01T02:29:26.380Z,166986176638001
"Uncalled bet of 50 returned to ""CStam @ O7yGfPfnlh""",2022-12-01T02:29:26.380Z,166986176638000
"""Ruthie @ BQ7aBApX8b"" folds",2022-12-01T02:29:25.560Z,166986176556000
"""th3y3ti @ CLMXfwMI0O"" folds",2022-12-01T02:29:24.584Z,166986176458400
"""McNeal @ 2VIQ_H6NmI"" folds",2022-12-01T02:29:19.945Z,166986175994500
"""CStam @ O7yGfPfnlh"" posts a big blind of 100",2022-12-01T02:29:17.503Z,166986175750307
"""Ruthie @ BQ7aBApX8b"" posts a small blind of 50",2022-12-01T02:29:17.503Z,166986175750306
"Your hand is 9♦, 2♠",2022-12-01T02:29:17.503Z,166986175750305
"Player stacks: #1 ""Ruthie @ BQ7aBApX8b"" (1856) | #3 ""CStam @ O7yGfPfnlh"" (545) | #7 ""McNeal @ 2VIQ_H6NmI"" (2363) | #8 ""th3y3ti @ CLMXfwMI0O"" (1236)",2022-12-01T02:29:17.503Z,166986175750301
"-- starting hand #50 (id: w1iv76uk7olp)  (No Limit Texas Hold'em) (dealer: ""th3y3ti @ CLMXfwMI0O"") --",2022-12-01T02:29:17.503Z,166986175750300
"-- ending hand #49 --",2022-12-01T02:29:11.572Z,166986175157202
"""Ruthie @ BQ7aBApX8b"" collected 100 from pot",2022-12-01T02:29:11.572Z,166986175157201
"Uncalled bet of 50 returned to ""Ruthie @ BQ7aBApX8b""",2022-12-01T02:29:11.572Z,166986175157200
"""th3y3ti @ CLMXfwMI0O"" folds",2022-12-01T02:29:10.747Z,166986175074700
"The admin approved the player ""Rod @ juakLvqGHM"" participation with a stack of 1000.",2022-12-01T02:29:09.119Z,166986174911900
"""McNeal @ 2VIQ_H6NmI"" folds",2022-12-01T02:29:07.191Z,166986174719100
